title,type,titlereleased,rating,actors,director,category,imdb,runtime,description,language,actor_0,actor_1,actor_2,actor_3,actor_4,actor_5,actor_6,actor_7,actor_8,actor_9,actor_10,actor_11,actor_12,actor_13,actor_14,actor_15,actor_16,actor_17,actor_18,actor_19,actor_20,director_0,director_1,director_2,director_3,director_4,director_5,category_0,category_1,category_2,category_3,category_4,category_5,category_6,category_7
A Clean Sweep ,TV,2022,TV-G,"Lee Seung-yuop, Park Yong-taik, Song Seung-jun, Lee Taek-keun, Jeong Seong-hoon, Shim Soo-chang",,Sport,,120 mins,Amateur baseball players go up against legendary pros in a championship to determine the ultimate winning team.,Korean,Lee Seung-yuop,Park Yong-taik,Song Seung-jun,Lee Taek-keun,Jeong Seong-hoon,Shim Soo-chang,,,,,,,,,,,,,,,,,,,,,,Sport,,,,,,,
A House of Blocks,TV,2017,TV-PG,"Eli Shi, Phoebe Lin, Chen Wan-ting, Ricie Fun",,,,,"Yijuan and her mentally ill sister Kaiqi struggle to be happy in the face of misfortune, criminal intrigue, marital strife, an exorcism and a ghost.",Mandarin,Eli Shi,Phoebe Lin,Chen Wan-ting,Ricie Fun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Kidnapping Scandal: The Florence Cassez Affair ,TV,2022,TV-MA,,,"Documentary, Crime",,51 mins,Was Florence Cassez the mastermind of a kidnapping ring? Or a victim of corruption? This documentary examines one of Mexico's most controversial cases.,Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,Documentary,Crime,,,,,,
A Korean Odyssey,TV,2017,TV-MA,"Lee Seung-gi, Cha Seung-won, Oh Yeon-seo, Lee Hong-gi",,,8.1,,A self-serving mythical creature's bid for invincibility backfires when he finds himself at the mercy of a woman who can see otherworldly beings.,Korean,Lee Seung-gi,Cha Seung-won,Oh Yeon-seo,Lee Hong-gi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Lion in the House ,TV,2006,TV-14,"Justin Ashcraft, Adam Ashcraft, Dale Ashcraft, Debbie Ashcraft","Steven Bognar, Julia Reichert",Documentary,,225 min,Five kids and their resilient families navigate the treatments and traumas of pediatric cancer in this documentary filmed over the course of six years.,English,Justin Ashcraft,Adam Ashcraft,Dale Ashcraft,Debbie Ashcraft,,,,,,,,,,,,,,,,,,Steven Bognar,Julia Reichert,,,,,Documentary,,,,,,,
A Little Help with Carol Burnett,TV,2018,TV-G,"Carol Burnett, Russell Peters, Mark Cuban, Taraji P. Henson",,,6.1,,"Comedy icon Carol Burnett returns to TV with a panel of clever kids, who help adults and celebrity guests solve their problems with brutal honesty.",English,Carol Burnett,Russell Peters,Mark Cuban,Taraji P. Henson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Little Thing Called First Love,TV,2019,TV-G,"Lai Kuan-lin, Zhao Jinmai, Wang Runze, Chai Wei",,,8.4,,"A shy, artistic student develops a crush on a classmate with a knack for basketball and embarks on a journey of self-discovery through college.",Mandarin,Lai Kuan-lin,Zhao Jinmai,Wang Runze,Chai Wei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Love So Beautiful ,TV,2017,TV-PG,"Kim Yo-han, So Joo-yeon, Yeo Hoi-hyun, Jeong Jin-hwan, Jo Hye-joo, Yun Seo-hyun",,"Romance, Teen, Comedy",,,"Love is as tough as it is sweet for a lovestruck teenager, whose relationship with her next-door neighbor transforms as they grow into adulthood.",Korean,Kim Yo-han,So Joo-yeon,Yeo Hoi-hyun,Jeong Jin-hwan,Jo Hye-joo,Yun Seo-hyun,,,,,,,,,,,,,,,,,,,,,,Romance,Teen,Comedy,,,,,
A Love So Beautiful,TV,2017,TV-14,"Hu Yitian, Shen Yue, Gao Zhi Ting, Wang Zi Wei",,,,,"The ups and downs of school, family and growing up test the affection between a budding artist and her handsome but indifferent classmate and neighbor.",Korean,Hu Yitian,Shen Yue,Gao Zhi Ting,Wang Zi Wei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Model Family ,TV,2022–,TV-MA,"Park Ji-Yeon, Moon Jin-Seung, Woo Jung",,"Crime, Drama, Thriller",,45 mins,"After unwittingly stealing money from a cartel, a cash-strapped professor finds the only way to save his broken family is by working as a drug courier.",Korean,Park Ji-Yeon,Moon Jin-Seung,Woo Jung,,,,,,,,,,,,,,,,,,,,,,,,,Crime,Drama,Thriller,,,,,
A Nation of Broth ,TV,2022,TV-PG,"Huh Young-man, Ham Yon-ji, Ryu Su-young",,Documentary,,55 mins,A humble bowl of good soup sits at the heart of every Korean table. Take off on a journey that explores the history and evolution of Korean soup.,Korean,Huh Young-man,Ham Yon-ji,Ryu Su-young,,,,,,,,,,,,,,,,,,,,,,,,,Documentary,,,,,,,
A Perfect Crime,TV,2020,TV-14,,,"Historical, Documentary, True Crime",,,"This docuseries investigates the 1991 killing of politician Detlev Rohwedder, an unsolved mystery at the heart of Germany's tumultuous reunification.",German,,,,,,,,,,,,,,,,,,,,,,,,,,,,Historical,Documentary,True Crime,,,,,
A Perfect Day For Arsenide ,TV,,TV-MA,"Wilfred Lau, Hanna Chan, Terence Siufay, Chloe So, Martin Wong, Aaron Chow",Sunny Lau,"Crime, Romance, Drama",,,"An eclectic group of people encounters zany situations in this anthology of surreal, offbeat tales from Hong Kong. Based on Mr. Pizza's hit novel.",Cantonese,Wilfred Lau,Hanna Chan,Terence Siufay,Chloe So,Martin Wong,Aaron Chow,,,,,,,,,,,,,,,,Sunny Lau,,,,,,Crime,Romance,Drama,,,,,
A Queen Is Born ,TV,2020,TV-14,"Gloria Groove, Alexia Twister",Carla Barros,"LGBTQ, Reality",,,Gloria Groove and Alexia Twister make drag dreams come true as they help six artists find the confidence to own the stage in this makeover show.,Portuguese,Gloria Groove,Alexia Twister,,,,,,,,,,,,,,,,,,,,Carla Barros,,,,,,LGBTQ,Reality,,,,,,
A Series of Unfortunate Events,TV,2017,TV-PG,"Neil Patrick Harris, Patrick Warburton, Malina Weissman, Louis Hynes",,,7.8,,"The extraordinary Baudelaire orphans face trials, tribulations and the evil Count Olaf in their fateful quest to unlock long-held family secrets.",English,Neil Patrick Harris,Patrick Warburton,Malina Weissman,Louis Hynes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Sinister Sect: Colonia Dignidad ,TV,2020,TV-MA,,"Wilfried Huismann, Annette Baumeister","Crime, Docuseries",,42 mins,A colony of German Christians with a charismatic and manipulative leader establishes itself in Chile and becomes instrumental to the dictatorship.,Spanish,,,,,,,,,,,,,,,,,,,,,,Wilfried Huismann,Annette Baumeister,,,,,Crime,Docuseries,,,,,,
A Storm for Christmas ,TV,2022–,TV-MA,"Ida Elise Broch, Dennis Storhøi, Jan Gunnar Røise, Alexandra Rapaport, Jon Øigarden, Maibritt Saerens ",,Drama,,39 mins,"Destinies collide when extreme weather traps travelers and workers at an airport, forcing them to spend the final hours leading up to Christmas together.",Norwegian,Ida Elise Broch,Dennis Storhøi,Jan Gunnar Røise,Alexandra Rapaport,Jon Øigarden,Maibritt Saerens ,,,,,,,,,,,,,,,,,,,,,,Drama,,,,,,,
A Taiwanese Tale of Two Cities,TV,2018,TV-MA,"Tammy Chen, James Wen, Peggy Tseng, Denny Huang",,,6.3,,"A Taipei doctor and a San Francisco engineer swap homes in a daring pact, embarking on journeys filled with trials, secrets and unexpected encounters.",Mandarin,Tammy Chen,James Wen,Peggy Tseng,Denny Huang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Tale Dark & Grimm ,TV,2021,TV-Y7,"Missi Pyle, Tom Hollander, Nicole Byer",Simon Otto,"Animation, Fantasy",,29 mins,Follow Hansel and Gretel as they walk out of their own story into a winding and wickedly witty tale full of strange -- and scary -- surprises.,English,Missi Pyle,Tom Hollander,Nicole Byer,,,,,,,,,,,,,,,,,,,Simon Otto,,,,,,Animation,Fantasy,,,,,,
A Thousand Goodnights,TV,2019,TV-14,"Cindy Lien, Nicholas Teo, Yao Ai-ning, Li Chung-lin",,,7.5,,"To carry out her dad's wish and discover her roots, Dai Tian-qing embarks on a journey around Taiwan and finds love and redemption on the way.",Mandarin,Cindy Lien,Nicholas Teo,Yao Ai-ning,Li Chung-lin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Touch of Green ,TV,2015,TV-MA,"Tien-Hsin, Cheryl Yang, Chun-Tian Lan, Cindy Yu-Han Lien",,"Drama, War",8.8,,"Amid the turmoil of China's civil war, families of Kuomintang pilots face the pain of leaving their homes but find strength in their shared bonds.",Mandarin,Tien-Hsin,Cheryl Yang,Chun-Tian Lan,Cindy Yu-Han Lien,,,,,,,,,,,,,,,,,,,,,,,,Drama,War,,,,,,
A Wednesday,TV,2008,TV-MA,"Anupam Kher, Naseeruddin Shah, Jimmy Shergill, Deepal Shaw",Neeraj Pandey,,8.1,103 minutes,"After receiving an anonymous tip about a bomb, a police commissioner must negotiate with the terrorist, who demands the release of four militants.",Hindi,Anupam Kher,Naseeruddin Shah,Jimmy Shergill,Deepal Shaw,,,,,,,,,,,,,,,,,,Neeraj Pandey,,,,,,,,,,,,,
A.I.C.O.,TV,2018,TV-14,"Haruka Shiraishi, Yusuke Kobayashi, Makoto Furukawa, Taishi Murata",Kazuya Murata,,6.4,,Everything Aiko knew was a lie. Now she's joining a team of Divers to reach the place where the Burst began to stop it for good and save her family.,Japanese,Haruka Shiraishi,Yusuke Kobayashi,Makoto Furukawa,Taishi Murata,,,,,,,,,,,,,,,,,,Kazuya Murata,,,,,,,,,,,,,
Abby Hatcher ,TV,2018,TV-Y,"Wyatt White, Macy Drouin, John Knowles, Leo Orgil",,"Animation, Adventure, Comedy, Family, Fantasy",7.3,23 min,"A big-hearted girl helps her Fuzzly friends who live in her family's hotel with exploring feelings, fixing mishaps and embracing their special quirks.",English,Wyatt White,Macy Drouin,John Knowles,Leo Orgil,,,,,,,,,,,,,,,,,,,,,,,,Animation,Adventure,Comedy,Family,Fantasy,,,
Abla Fahita: Drama Queen,TV,,TV-14,"Bassem Samra, Donia Maher, Zeina Mansour, Osama Abdallah, Mohamed El Swisi, Rehab Hussien",,Comedy,,,"Falsely incriminated, Abla Fahita is separated from her kids, but the self-indulgent diva will stop at nothing to redeem herself and reunite her family.",Arabic,Bassem Samra,Donia Maher,Zeina Mansour,Osama Abdallah,Mohamed El Swisi,Rehab Hussien,,,,,,,,,,,,,,,,,,,,,,Comedy,,,,,,,
Abstract: The Art of Design,TV,2017,TV-14,"Olafur Eliasson, Neri Oxman, Ruth E. Carter, Cas Holman",,,8.4,,Step inside the minds of the most innovative designers in a variety of disciplines and learn how design impacts every aspect of life.,English,Olafur Eliasson,Neri Oxman,Ruth E. Carter,Cas Holman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Absurd Planet,TV,2020,TV-PG,Afi Ekulona,,,,,"A cast of quirky critters and Mother Nature herself narrate this funny science series, which peeks into the lives of Earth’s most incredible animals.",English,Afi Ekulona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abyss,TV,2019,TV-14,"Park Bo-young, Ahn Hyo-seop, Lee Sung-jae, Lee Si-eon",,,7.1,,"After meeting an untimely demise in separate incidents, Cha Min and Go Se-yeon discover they’ve come back to life in new bodies they don’t recognize.",Korean,Park Bo-young,Ahn Hyo-seop,Lee Sung-jae,Lee Si-eon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accidentally in Love,TV,2018,TV-14,"Junchen Guo, Yi Ning Sun, Yi Qin Zhao, Mu Xuan Cheng",,,6.2,,"Rejecting the demands of her wealthy family, a young woman poses as an ordinary college student and crosses paths with a stoic pop star at school.",Mandarin,Junchen Guo,Yi Ning Sun,Yi Qin Zhao,Mu Xuan Cheng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Action Pack ,TV,2022–,TV-Y,"Kimberly Brooks, Oscar Daniel Reyez, Sydney Thomas",,"Animation, Action, Adventure",,28 mins,"With hearts, smarts and superpowers, the heroic kids of the Action Academy work together to battle the baddies -- and even bring out the good in them!",English,Kimberly Brooks,Oscar Daniel Reyez,Sydney Thomas,,,,,,,,,,,,,,,,,,,,,,,,,Animation,Action,Adventure,,,,,
"Ada Twist, Scientist ",TV,2021–,TV-PG,"Amanda Christine, Nicholas Crovetti, Candace Kozak, Terrence Little Gardenhigh, Susan Kelechi Watson, Taye Diggs",,"Animation, Adventure, Comedy",,30 mins,Pint-sized scientist Ada Twist and her two best friends are asking big questions -- and working together to discover the truth about everything!,English,Amanda Christine,Nicholas Crovetti,Candace Kozak,Terrence Little Gardenhigh,Susan Kelechi Watson,Taye Diggs,,,,,,,,,,,,,,,,,,,,,,Animation,Adventure,Comedy,,,,,
Adam Ruins Everything,TV,2015,TV-14,"Adam Conover, Adam Lustick, Emily Axford",,,8.0,,"Education can be fun -- and funny. Comedian Adam Conover bursts misconceptions, deconstructs topics and leaves with positive takeaways.",English,Adam Conover,Adam Lustick,Emily Axford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adventure Beast ,TV,2021–,TV-14,"Danice Cabanela, Bradley Trevor Greive, Josh Zuckerman",,"Animation, Comedy",,17 mins,"A brave zoologist, his spunky niece and anxious assistant explore the world while saving wild beasts in this adult animated educational-comedy series.",English,Danice Cabanela,Bradley Trevor Greive,Josh Zuckerman,,,,,,,,,,,,,,,,,,,,,,,,,Animation,Comedy,,,,,,
Afflicted,TV,2018,TV-MA,,,,4.9,,Baffling symptoms. Controversial diagnoses. Costly treatments. Seven people with chronic illnesses search for answers -- and relief.,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
African Knock Out Show ,TV,2020,TV-14,Okey Bakasi,,"Nollywood, Reality, Boxing, Competition",,32 mins,"Through intense training and challenges, a group of amateur fighters competes for a championship title while living in the same house for nine weeks.",English,Okey Bakasi,,,,,,,,,,,,,,,,,,,,,,,,,,,Nollywood,Reality,Boxing,Competition,,,,
Afrobeats: The Backstory ,TV,2021,TV-MA,,Ayo Shonaiya,"Documentary, Nollywood, Music",,,"Music pioneers Kenny Ogungbe, Dayo ""D1"" Adeneye, Paul ""Play"" Dairo and others dive into the rise of Afrobeats, the Nigerian global music phenomenon.",English,,,,,,,,,,,,,,,,,,,,,,Ayo Shonaiya,,,,,,Documentary,Nollywood,Music,,,,,
Afronta! Facing It! ,TV,,TV-PG,"Loo Nascimento, Ingrid Silva, Rincon Sapiência, Batekoo, Gabriel Martins, Benjamin Abras",Juliana Vicente,"Docuseries, Music",,,"This docuseries spotlights Afro-Brazilian thinkers sharing their individual journeys and discussing representation, entrepreneurship and community.",Portuguese,Loo Nascimento,Ingrid Silva,Rincon Sapiência,Batekoo,Gabriel Martins,Benjamin Abras,,,,,,,,,,,,,,,,Juliana Vicente,,,,,,Docuseries,Music,,,,,,
After Life,TV,2019,TV-MA,"Ricky Gervais, Tom Basden, Tony Way, Diane Morgan",,,8.5,,"Struggling to come to terms with his wife's death, a writer for a newspaper adopts a gruff new persona in an effort to push away those trying to help.",English,Ricky Gervais,Tom Basden,Tony Way,Diane Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aftershock: Everest and the Nepal Earthquake,TV,,TV-MA,,Olly Lambert,"Documentary, History",,,Survivors' firsthand accounts and actual footage fuel this emotional docuseries about the deadly 2015 earthquake that shook Nepal.,English,,,,,,,,,,,,,,,,,,,,,,Olly Lambert,,,,,,Documentary,History,,,,,,
Against the Tide,TV,2014,TV-14,"Christopher Lee, Rui En, Desmond Tan, Zheng Geping",,,7.7,,A detective and a psychologist investigating a string of murders form a crime-solving team with the novelist whose work inspired the killings.,Mandarin,Christopher Lee,Rui En,Desmond Tan,Zheng Geping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Age of Rebellion,TV,2018,TV-MA,"Peter Ho, Jeanine Yang, Tammy Chen, Jason Tsou",Peter Ho,,8.6,,"At their high school, a group of unruly teens wreak havoc, face bullies and navigate turbulent lives beyond school grounds.",Mandarin,Peter Ho,Jeanine Yang,Tammy Chen,Jason Tsou,,,,,,,,,,,,,,,,,,Peter Ho,,,,,,,,,,,,,
Age of Samurai: Battle for Japan ,TV,2021–,TV-MA,"Hiro Kanagawa, Masami Kosaka, Hayate Masao, Masayoshi Haneda",,"Documentary, History",,43 mins,Dynamic reenactments and expert commentaries bring to life the tumultuous history and power struggles of a warring 16th-century feudal Japan.,English,Hiro Kanagawa,Masami Kosaka,Hayate Masao,Masayoshi Haneda,,,,,,,,,,,,,,,,,,,,,,,,Documentary,History,,,,,,
Age of Tanks,TV,2017,TV-PG,,,,7.4,,The history of military tanks unfolds in a documentary series that traces their role in history and geopolitics from World War I to the 21st century.,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aggretsuko,TV,2018,TV-14,"Kaolip, Komegumi Koiwasaki, Maki Tsuruta, Sohta Arai",,,8.0,,"Frustrated with her thankless office job, Retsuko the Red Panda copes with her daily struggles by belting out death metal karaoke after work.",English,Kaolip,Komegumi Koiwasaki,Maki Tsuruta,Sohta Arai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ainori Love Wagon: African Journey,TV,2019,TV-14,"Becky, Ryo Kato, Karina Maruyama, Kohei Takeda",,,7.5,,"To find love, seven strangers leave Japan and embark on a journey through the continent of Africa together. Challenges, adventure and romance await!",Japanese,Becky,Ryo Kato,Karina Maruyama,Kohei Takeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ainori Love Wagon: Asian Journey,TV,2017,TV-MA,"Becky, Audrey, Mayuko Kawakita, Shimon Okura",,,6.9,,"Seven men and women board a pink bus in search of true love. On a journey through Asia with strangers, their goal is to return to Japan as a couple.",Japanese,Becky,Audrey,Mayuko Kawakita,Shimon Okura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJ and the Queen,TV,2020,TV-14,"RuPaul Charles, Izzy G., Michael-Leon Wooley, Josh Segarra",,,7.6,,"While traveling across the country in a run-down RV, drag queen Ruby Red discovers an unlikely sidekick in AJ: a tough-talking 10-year-old stowaway.",English,RuPaul Charles,Izzy G.,Michael-Leon Wooley,Josh Segarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJIN: Demi-Human,TV,2016,TV-MA,"Mamoru Miyano, Yoshimasa Hosoya, Jun Fukuyama, Hochu Otsuka",,,6.4,,A teenager discovers that he is an Ajin and flees before the authorities experiment on him. Other Ajin plan to fight back and he must choose a side.,Japanese,Mamoru Miyano,Yoshimasa Hosoya,Jun Fukuyama,Hochu Otsuka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akbar Birbal,TV,2019,TV-G,"Samay Thakkar, Ganesh Divekar, Rajeshree Sharma, Dolly Lopes",,,7.6,,"From battles of wit to fights for justice, Emperor Akbar and his trusty advisor Birbal display their unique bond through adventures in Mughal-era India.",Hindi,Samay Thakkar,Ganesh Divekar,Rajeshree Sharma,Dolly Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akulah Balqis,TV,2015,TV-14,"Puteri Balqis, Aeril Zafrel, Nabila Huda, Nazim Othman",Pali Yahya,,,,"A little girl must enter an orphanage after her parents are arrested, but her life takes a dramatic turn when she escapes and meets a model.",Malayalam,Puteri Balqis,Aeril Zafrel,Nabila Huda,Nazim Othman,,,,,,,,,,,,,,,,,,Pali Yahya,,,,,,,,,,,,,
Al Hayba,TV,2017,TV-14,"Taim Hasan, Nadine Nassib Njeim, Abdo Chahine, Oweiss Mkhallalati",,,7.5,,"In a village by the Lebanon-Syria border, the head of an arms-smuggling clan contends with family conflicts, power struggles and complicated love.",Arabic,Taim Hasan,Nadine Nassib Njeim,Abdo Chahine,Oweiss Mkhallalati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alba ,TV,2021,TV-MA,"Elena Rivera, Eric Masip, Álvaro Rico",,Drama,,50 min,"Alba awakens on a beach, bearing evidence of a rape but with no memory of the night before. Then she learns her rapists are her boyfriend's buddies.",Spanish,Elena Rivera,Eric Masip,Álvaro Rico,,,,,,,,,,,,,,,,,,,,,,,,,Drama,,,,,,,
Alchemy of Souls,TV,,TV-14,"Lee Jae-wook, Jung So-min, Hwang Min-hyun, Yu Jun-sang, Shin Seung-ho, Oh Na-ra",,"K-Drama, Romance, Period Drama",,70 mins,"A powerful sorceress in a blind woman's body encounters a man from a prestigious family, who wants her help to change his destiny.",Korean,Lee Jae-wook,Jung So-min,Hwang Min-hyun,Yu Jun-sang,Shin Seung-ho,Oh Na-ra,,,,,,,,,,,,,,,,,,,,,,K-Drama,Romance,Period Drama,,,,,
Alessandro Cattelan: One Simple Question ,TV,2022–,TV-MA,Alessandro Cattelan,"Bellone, Consonni",Reality-TV,,28 mins,Alessandro Cattelan searches for happiness through interviews and unique experiences with celebrity guests like Paolo Sorrentino and Roberto Baggio.,Italian,Alessandro Cattelan,,,,,,,,,,,,,,,,,,,,,Bellone,Consonni,,,,,Reality-TV,,,,,,,
Alexa & Katie,TV,2018,TV-G,"Paris Berelc, Isabel May, Tiffani Thiessen, Emery Kelly",,,7.3,,"Alexa is battling cancer. But with her best friend, Katie, by her side, she's also starting high school -- and ready for whatever comes next.",English,Paris Berelc,Isabel May,Tiffani Thiessen,Emery Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alias Grace,TV,2017,TV-MA,"Sarah Gadon, Edward Holcroft, Paul Gross, Anna Paquin",,,7.8,,"In 19th-century Canada, a psychiatrist weighs whether a murderess should be pardoned due to insanity. Based on Margaret Atwood's award-winning novel.",English,Sarah Gadon,Edward Holcroft,Paul Gross,Anna Paquin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
